date,brand,campaign_name,channel,impressions,clicks,ctr,spend_usd,conversions,conversion_rate,revenue_usd,roas,cpa_usd,cpc_usd,cpm_usd
2026-01-22,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,317334,1511,0.004764,3720.18,14,0.009452,1104.24,0.2968,265.73,2.46,11.72
2026-01-22,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,178055,3605,0.020251,5851.8,66,0.018569,5714.73,0.9766,88.66,1.62,32.87
2026-01-22,TechNova,TechNova — Google Search Q1,Google Search,36568,1875,0.0513,14314.07,143,0.07679,16062.43,1.1221,100.1,7.63,391.44
2026-01-22,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),65634,1419,0.021634,14546.92,50,0.03544,5053.66,0.3474,290.94,10.25,221.64
2026-01-22,TechNova,TechNova — YouTube Video Q1,YouTube Video,114124,991,0.008688,8269.57,13,0.013772,1200.28,0.1451,636.12,8.34,72.46
2026-01-22,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,441632,2006,0.004543,4441.57,22,0.011128,1313.47,0.2957,201.89,2.21,10.06
2026-01-22,TechNova,TechNova — TikTok Q1,TikTok,98091,2165,0.022072,7057.04,35,0.016518,3229.33,0.4576,201.63,3.26,71.94
2026-01-23,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,19675,900,0.045765,15242.11,60,0.067133,7859.99,0.5157,254.04,16.94,774.69
2026-01-23,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),291145,5494,0.018873,15070.56,198,0.036132,22514.77,1.494,76.11,2.74,51.76
2026-01-23,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,196048,1456,0.007429,6844.15,25,0.017241,1998.65,0.292,273.77,4.7,34.91
2026-01-23,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,462409,2119,0.004583,5566.96,24,0.011407,1625.31,0.292,231.96,2.63,12.04
2026-01-23,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,139401,2903,0.020826,6557.07,58,0.019995,4284.03,0.6533,113.05,2.26,47.04
2026-01-23,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,35516,1839,0.051793,14691.64,111,0.060693,16002.69,1.0892,132.36,7.99,413.66
2026-01-23,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),164108,3198,0.019492,14487.78,108,0.033984,9366.8,0.6465,134.15,4.53,88.28
2026-01-23,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,89985,675,0.007505,6433.52,10,0.015116,694.53,0.108,643.35,9.53,71.5
2026-01-23,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,116303,556,0.004781,3676.04,5,0.01065,435.74,0.1185,735.21,6.61,31.61
2026-01-23,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,112613,2604,0.02313,6298.39,48,0.018547,3182.06,0.5052,131.22,2.42,55.93
2026-01-23,TechNova,TechNova — Google Search Q1,Google Search,15449,755,0.048919,15633.72,53,0.071287,5745.41,0.3675,294.98,20.71,1011.96
2026-01-23,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),250409,4673,0.018662,13026.07,127,0.02731,15167.77,1.1644,102.57,2.79,52.02
2026-01-23,TechNova,TechNova — YouTube Video Q1,YouTube Video,149079,1433,0.009614,6505.01,20,0.01451,1438.82,0.2212,325.25,4.54,43.63
2026-01-23,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,195692,723,0.003695,4432.08,8,0.011099,484.79,0.1094,554.01,6.13,22.65
2026-01-23,TechNova,TechNova — TikTok Q1,TikTok,313860,7928,0.025262,7521.2,154,0.019543,11181.65,1.4867,48.84,0.95,23.96
2026-01-24,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,20653,869,0.042083,12284.7,66,0.076288,8162.04,0.6644,186.13,14.14,594.81
2026-01-24,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),105065,1937,0.018443,11069.46,67,0.034651,7319.5,0.6612,165.22,5.71,105.36
2026-01-24,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,10334,84,0.008202,6585.18,1,0.015687,67.95,0.0103,6585.18,78.4,637.23
2026-01-24,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,335027,1255,0.003749,3769.26,13,0.010628,848.01,0.225,289.94,3.0,11.25
2026-01-24,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,74789,1977,0.02644,5201.14,40,0.020643,3735.05,0.7181,130.03,2.63,69.54
2026-01-24,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,8490,407,0.048007,10406.95,27,0.067424,3876.81,0.3725,385.44,25.57,1225.79
2026-01-24,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),133887,2268,0.016943,9185.6,67,0.029891,7329.52,0.7979,137.1,4.05,68.61
2026-01-24,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,69562,566,0.008147,5184.93,8,0.015583,749.81,0.1446,648.12,9.16,74.54
2026-01-24,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,410016,1873,0.004569,3891.2,18,0.009934,1424.84,0.3662,216.18,2.08,9.49
2026-01-24,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,78011,1989,0.025503,5124.74,32,0.016309,2929.67,0.5717,160.15,2.58,65.69
2026-01-24,TechNova,TechNova — Google Search Q1,Google Search,28770,1426,0.049588,12045.01,109,0.076463,14508.06,1.2045,110.5,8.45,418.67
2026-01-24,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),33032,628,0.019035,12602.36,17,0.028239,1859.78,0.1476,741.32,20.07,381.52
2026-01-24,TechNova,TechNova — YouTube Video Q1,YouTube Video,118966,863,0.007257,6115.26,11,0.01381,1005.56,0.1644,555.93,7.09,51.4
2026-01-24,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,70115,251,0.003591,3540.5,3,0.011957,241.84,0.0683,1180.17,14.11,50.5
2026-01-24,TechNova,TechNova — TikTok Q1,TikTok,88026,1944,0.022094,5824.68,39,0.02049,3274.74,0.5622,149.35,3.0,66.17
2026-01-25,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,7636,379,0.049708,10400.75,28,0.073939,3208.41,0.3085,371.46,27.44,1362.07
2026-01-25,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),34835,753,0.021633,9871.06,22,0.029678,2439.93,0.2472,448.68,13.11,283.37
2026-01-25,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,66877,514,0.007687,5979.46,7,0.014013,617.35,0.1032,854.21,11.63,89.41
2026-01-25,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,275192,1170,0.004254,4159.19,10,0.009091,876.0,0.2106,415.92,3.55,15.11
2026-01-25,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,82608,2191,0.026525,6280.42,42,0.019551,3429.34,0.546,149.53,2.87,76.03
2026-01-25,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,33637,1670,0.049653,10616.33,101,0.060862,11947.3,1.1254,105.11,6.36,315.61
2026-01-25,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),67140,1224,0.018243,11149.93,37,0.030974,3614.78,0.3242,301.35,9.11,166.07
2026-01-25,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,153233,1191,0.007776,5107.88,16,0.014014,1185.78,0.2321,319.24,4.29,33.33
2026-01-25,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,275887,1088,0.003945,3675.97,12,0.011538,1013.27,0.2756,306.33,3.38,13.32
2026-01-25,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,224603,4820,0.021463,5454.07,98,0.020422,7624.13,1.3979,55.65,1.13,24.28
2026-01-25,TechNova,TechNova — Google Search Q1,Google Search,30602,1571,0.05136,12710.54,112,0.071715,12337.18,0.9706,113.49,8.09,415.35
2026-01-25,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),239513,5139,0.02146,11683.51,140,0.027285,12137.95,1.0389,83.45,2.27,48.78
2026-01-25,TechNova,TechNova — YouTube Video Q1,YouTube Video,119823,1106,0.009235,5127.09,15,0.01445,1267.68,0.2473,341.81,4.64,42.79
2026-01-25,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,307593,1313,0.004269,4235.35,14,0.010825,1036.31,0.2447,302.53,3.23,13.77
2026-01-25,TechNova,TechNova — TikTok Q1,TikTok,144341,3536,0.0245,5413.82,74,0.021095,6168.21,1.1393,73.16,1.53,37.51
2026-01-26,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,12888,605,0.04698,16175.05,35,0.058546,3986.47,0.2465,462.14,26.74,1255.05
2026-01-26,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),314431,5258,0.016725,16019.08,161,0.030749,18093.24,1.1295,99.5,3.05,50.95
2026-01-26,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,121953,1102,0.00904,6834.08,18,0.016394,1331.11,0.1948,379.67,6.2,56.04
2026-01-26,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,425330,1826,0.004293,4783.08,16,0.008994,1306.41,0.2731,298.94,2.62,11.25
2026-01-26,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,241659,5113,0.021162,6454.45,110,0.021624,8253.2,1.2787,58.68,1.26,26.71
2026-01-26,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,12357,553,0.044756,12189.59,42,0.076409,6379.97,0.5234,290.23,22.04,986.45
2026-01-26,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),153791,3118,0.020278,12349.19,110,0.035356,11447.85,0.927,112.27,3.96,80.3
2026-01-26,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,93364,835,0.008945,6219.37,11,0.013482,973.9,0.1566,565.4,7.45,66.61
2026-01-26,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,430275,1595,0.003709,4099.92,17,0.010841,1247.29,0.3042,241.17,2.57,9.53
2026-01-26,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,40302,958,0.023794,6703.06,18,0.019362,1460.44,0.2179,372.39,7.0,166.32
2026-01-26,TechNova,TechNova — Google Search Q1,Google Search,37432,1941,0.051877,15465.69,124,0.063911,17759.34,1.1483,124.72,7.97,413.17
2026-01-26,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),43912,724,0.016493,14992.15,21,0.03011,2347.2,0.1566,713.91,20.71,341.41
2026-01-26,TechNova,TechNova — YouTube Video Q1,YouTube Video,168816,1433,0.008493,7967.28,22,0.015558,1596.74,0.2004,362.15,5.56,47.2
2026-01-26,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,259090,959,0.003703,4742.29,9,0.009677,691.54,0.1458,526.92,4.95,18.3
2026-01-26,TechNova,TechNova — TikTok Q1,TikTok,316365,8306,0.026255,8030.24,164,0.019824,12581.78,1.5668,48.96,0.97,25.38
2026-01-27,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,42712,1801,0.042176,15612.8,120,0.066938,17312.97,1.1089,130.11,8.67,365.54
2026-01-27,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),190648,3727,0.019553,14477.25,107,0.028747,10166.03,0.7022,135.3,3.88,75.94
2026-01-27,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,15852,115,0.007259,7127.65,2,0.017456,153.98,0.0216,3563.82,61.98,449.64
2026-01-27,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,195201,935,0.004793,5027.12,9,0.00982,648.05,0.1289,558.57,5.38,25.75
2026-01-27,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,270683,5709,0.021093,8338.64,118,0.020781,9210.41,1.1045,70.67,1.46,30.81
2026-01-27,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,11649,485,0.041637,12791.45,35,0.073502,4439.1,0.347,365.47,26.37,1098.07
2026-01-27,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),237365,4882,0.020569,12613.57,139,0.028504,14592.75,1.1569,90.75,2.58,53.14
2026-01-27,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,161686,1433,0.008866,5725.33,25,0.018051,1751.87,0.306,229.01,4.0,35.41
2026-01-27,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,187324,736,0.003931,3716.21,7,0.009781,602.91,0.1622,530.89,5.05,19.84
2026-01-27,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,101763,2553,0.025097,5945.55,47,0.018764,4143.91,0.697,126.5,2.33,58.43
2026-01-27,TechNova,TechNova — Google Search Q1,Google Search,28514,1168,0.040965,13044.15,69,0.059771,10188.55,0.7811,189.05,11.17,457.46
2026-01-27,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),178956,3318,0.018544,13376.6,100,0.030299,11663.19,0.8719,133.77,4.03,74.75
2026-01-27,TechNova,TechNova — YouTube Video Q1,YouTube Video,144073,1389,0.009645,6424.1,22,0.016163,2188.32,0.3406,292.0,4.62,44.59
2026-01-27,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,252389,991,0.003929,4328.39,11,0.011317,971.89,0.2245,393.49,4.37,17.15
2026-01-27,TechNova,TechNova — TikTok Q1,TikTok,215039,4553,0.021176,6952.19,88,0.019425,6884.84,0.9903,79.0,1.53,32.33
2026-01-28,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,34348,1565,0.045575,17124.02,95,0.060962,10404.88,0.6076,180.25,10.94,498.54
2026-01-28,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),95747,2020,0.0211,13763.93,65,0.032405,6610.94,0.4803,211.75,6.81,143.75
2026-01-28,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,183949,1665,0.009053,6633.23,23,0.013847,2113.89,0.3187,288.4,3.98,36.06
2026-01-28,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,92041,385,0.00419,5065.31,4,0.010558,257.28,0.0508,1266.33,13.16,55.03
2026-01-28,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,273646,6709,0.024518,8502.82,126,0.018876,9669.61,1.1372,67.48,1.27,31.07
2026-01-28,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,31337,1299,0.041462,13439.47,89,0.069202,12716.38,0.9462,151.01,10.35,428.87
2026-01-28,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),36644,759,0.020732,12699.93,21,0.028969,1911.74,0.1505,604.76,16.73,346.58
2026-01-28,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,77154,705,0.009139,5781.93,11,0.016003,823.21,0.1424,525.63,8.2,74.94
2026-01-28,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,472861,2229,0.004714,4771.5,21,0.009776,1528.78,0.3204,227.21,2.14,10.09
2026-01-28,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,250492,5016,0.020025,7363.91,83,0.016602,6507.44,0.8837,88.72,1.47,29.4
2026-01-28,TechNova,TechNova — Google Search Q1,Google Search,31015,1479,0.047699,16841.49,89,0.060784,12038.4,0.7148,189.23,11.39,543.01
2026-01-28,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),134193,2773,0.020671,16449.46,100,0.036254,8882.42,0.54,164.49,5.93,122.58
2026-01-28,TechNova,TechNova — YouTube Video Q1,YouTube Video,68473,632,0.009231,7552.49,10,0.01628,894.22,0.1184,755.25,11.95,110.3
2026-01-28,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,242031,1154,0.004771,5446.87,12,0.010712,769.07,0.1412,453.91,4.72,22.5
2026-01-28,TechNova,TechNova — TikTok Q1,TikTok,256803,5663,0.022052,7940.77,119,0.021138,11004.42,1.3858,66.73,1.4,30.92
2026-01-29,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,52357,2234,0.042676,13996.07,140,0.062914,15601.55,1.1147,99.97,6.27,267.32
2026-01-29,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),215987,3701,0.017136,16772.95,115,0.031317,12147.97,0.7243,145.85,4.53,77.66
2026-01-29,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,188837,1752,0.009278,6562.79,27,0.015969,2724.9,0.4152,243.07,3.75,34.75
2026-01-29,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,523860,2339,0.004466,4876.64,25,0.011059,1611.57,0.3305,195.07,2.08,9.31
2026-01-29,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,148487,3120,0.021015,8359.34,50,0.016335,4081.23,0.4882,167.19,2.68,56.3
2026-01-29,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,39722,2122,0.053431,12962.83,128,0.060372,17838.28,1.3761,101.27,6.11,326.34
2026-01-29,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),276667,5800,0.020964,11651.45,187,0.032278,20470.79,1.7569,62.31,2.01,42.11
2026-01-29,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,105783,986,0.009324,6070.53,15,0.015749,1202.95,0.1982,404.7,6.16,57.39
2026-01-29,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,449309,1815,0.004041,4278.27,17,0.009589,1372.15,0.3207,251.66,2.36,9.52
2026-01-29,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,51209,1104,0.021559,7057.24,18,0.017078,1347.67,0.191,392.07,6.39,137.81
2026-01-29,TechNova,TechNova — Google Search Q1,Google Search,41132,2056,0.05,14776.58,147,0.071596,17642.75,1.194,100.52,7.19,359.25
2026-01-29,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),161521,3534,0.021883,16536.51,117,0.033171,10048.19,0.6076,141.34,4.68,102.38
2026-01-29,TechNova,TechNova — YouTube Video Q1,YouTube Video,76285,684,0.008979,7896.4,9,0.013885,665.78,0.0843,877.38,11.54,103.51
2026-01-29,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,161809,757,0.004682,5533.61,7,0.009925,550.6,0.0995,790.52,7.31,34.2
2026-01-29,TechNova,TechNova — TikTok Q1,TikTok,173833,3827,0.022018,7936.84,66,0.017483,4279.02,0.5391,120.26,2.07,45.66
2026-01-30,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,36633,1986,0.054235,14117.76,152,0.076946,21496.39,1.5226,92.88,7.11,385.38
2026-01-30,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),219633,3908,0.017794,16298.01,140,0.035859,15134.23,0.9286,116.41,4.17,74.21
2026-01-30,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,33113,277,0.008386,7635.99,4,0.015788,390.56,0.0511,1909.0,27.57,230.6
2026-01-30,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,235594,1147,0.00487,5069.97,10,0.009408,722.52,0.1425,507.0,4.42,21.52
2026-01-30,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,241977,6381,0.026373,6469.56,114,0.017908,10412.59,1.6095,56.75,1.01,26.74
2026-01-30,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,48981,2526,0.051584,12055.7,190,0.075569,19603.6,1.6261,63.45,4.77,246.13
2026-01-30,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),238030,4296,0.01805,14642.27,150,0.035113,13852.17,0.946,97.62,3.41,61.51
2026-01-30,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,33435,302,0.009042,7147.45,4,0.016173,285.84,0.04,1786.86,23.67,213.77
2026-01-30,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,59204,249,0.004221,3953.86,2,0.010017,154.99,0.0392,1976.93,15.88,66.78
2026-01-30,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,110753,2784,0.025143,6037.53,46,0.016574,4267.06,0.7068,131.25,2.17,54.51
2026-01-30,TechNova,TechNova — Google Search Q1,Google Search,37335,1839,0.049273,16585.19,142,0.077384,15865.91,0.9566,116.8,9.02,444.23
2026-01-30,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),92736,1935,0.020867,13105.36,53,0.027494,5540.76,0.4228,247.27,6.77,141.32
2026-01-30,TechNova,TechNova — YouTube Video Q1,YouTube Video,183829,1576,0.008576,8614.73,21,0.013886,2026.68,0.2353,410.23,5.47,46.86
2026-01-30,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,108348,405,0.003742,5148.47,4,0.011961,318.43,0.0618,1287.12,12.71,47.52
2026-01-30,TechNova,TechNova — TikTok Q1,TikTok,283456,6785,0.023938,8240.9,130,0.019273,10096.38,1.2252,63.39,1.21,29.07
2026-01-31,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,33229,1644,0.049502,11495.35,127,0.077552,15898.99,1.3831,90.51,6.99,345.94
2026-01-31,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),164180,3241,0.019742,12102.12,110,0.033969,9982.98,0.8249,110.02,3.73,73.71
2026-01-31,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,24867,204,0.008243,5884.46,3,0.015952,271.78,0.0462,1961.49,28.85,236.64
2026-01-31,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,267250,1224,0.004582,4436.74,13,0.010694,1023.45,0.2307,341.29,3.62,16.6
2026-01-31,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,76121,1713,0.02251,5108.06,32,0.019055,2096.22,0.4104,159.63,2.98,67.1
2026-01-31,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,14565,798,0.054829,8964.99,52,0.065872,6612.83,0.7376,172.4,11.23,615.52
2026-01-31,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),159384,2860,0.017949,9134.06,83,0.029208,8472.37,0.9276,110.05,3.19,57.31
2026-01-31,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,9558,74,0.00782,4279.7,1,0.013786,72.0,0.0168,4279.7,57.83,447.76
2026-01-31,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,343072,1496,0.004362,3188.17,16,0.010715,1096.75,0.344,199.26,2.13,9.29
2026-01-31,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,109442,2251,0.020574,5676.07,44,0.019888,2978.37,0.5247,129.0,2.52,51.86
2026-01-31,TechNova,TechNova — Google Search Q1,Google Search,23224,1240,0.053426,11180.97,85,0.069248,11768.49,1.0525,131.54,9.02,481.44
2026-01-31,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),47407,849,0.017915,13458.97,26,0.03101,2554.08,0.1898,517.65,15.85,283.9
2026-01-31,TechNova,TechNova — YouTube Video Q1,YouTube Video,152231,1383,0.009088,5706.21,22,0.01653,1735.4,0.3041,259.37,4.13,37.48
2026-01-31,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,400322,1873,0.004681,4288.13,17,0.009078,1339.53,0.3124,252.24,2.29,10.71
2026-01-31,TechNova,TechNova — TikTok Q1,TikTok,76872,1566,0.02038,5073.24,31,0.019812,2666.97,0.5257,163.65,3.24,66.0
2026-02-01,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,20794,961,0.046244,11023.7,59,0.061623,7327.68,0.6647,186.84,11.47,530.14
2026-02-01,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),32483,546,0.016829,12282.4,16,0.030692,1913.17,0.1558,767.65,22.5,378.12
2026-02-01,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,113171,928,0.008203,5999.67,15,0.016496,1032.08,0.172,399.98,6.47,53.01
2026-02-01,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,375464,1660,0.004423,3962.69,19,0.011896,1550.11,0.3912,208.56,2.39,10.55
2026-02-01,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,222101,4546,0.020472,5060.78,88,0.01945,6049.2,1.1953,57.51,1.11,22.79
2026-02-01,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,19540,882,0.045175,8355.93,61,0.069236,8071.72,0.966,136.98,9.47,427.63
2026-02-01,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),44341,868,0.019593,8450.01,26,0.03058,2884.26,0.3413,325.0,9.74,190.57
2026-02-01,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,139005,1258,0.009051,5118.67,19,0.015708,1738.38,0.3396,269.4,4.07,36.82
2026-02-01,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,152995,711,0.00465,3043.45,7,0.010525,586.69,0.1928,434.78,4.28,19.89
2026-02-01,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,211863,5608,0.026474,5368.51,105,0.018855,7813.28,1.4554,51.13,0.96,25.34
2026-02-01,TechNova,TechNova — Google Search Q1,Google Search,17676,876,0.049594,11703.39,64,0.073816,8834.11,0.7548,182.87,13.36,662.11
2026-02-01,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),54343,1024,0.018853,10991.88,29,0.028649,3406.76,0.3099,379.03,10.73,202.27
2026-02-01,TechNova,TechNova — YouTube Video Q1,YouTube Video,32048,235,0.007339,5446.81,3,0.016747,270.78,0.0497,1815.6,23.18,169.96
2026-02-01,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,67008,278,0.004163,3625.19,2,0.010091,160.36,0.0442,1812.6,13.04,54.1
2026-02-01,TechNova,TechNova — TikTok Q1,TikTok,99438,2141,0.021541,5892.09,47,0.022073,3701.19,0.6282,125.36,2.75,59.25
2026-02-02,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,12139,583,0.048027,15847.23,34,0.059799,4382.94,0.2766,466.09,27.18,1305.48
2026-02-02,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),136752,2273,0.016626,17088.08,62,0.027632,6030.67,0.3529,275.61,7.52,124.96
2026-02-02,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,15475,142,0.009234,6735.06,2,0.015879,157.05,0.0233,3367.53,47.43,435.22
2026-02-02,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,109616,534,0.004874,5600.12,5,0.010121,433.46,0.0774,1120.02,10.49,51.09
2026-02-02,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,269561,7279,0.027006,7731.62,131,0.01807,12474.1,1.6134,59.02,1.06,28.68
2026-02-02,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,23955,1100,0.045926,12430.86,77,0.07054,8534.25,0.6865,161.44,11.3,518.93
